nr_ambs,nr_emergencias,velocidade_amb,dist_amb_emer,prioridade_emergencia,tempo_de_resposta
38,2,14,27.294688127912362,2,8.899241161130337
38,2,13,23.706539182259394,5,5.647159874193753
38,2,14,4.123105625617661,10,1.5890150893739516
38,2,13,29.068883707497267,3,7.47213595499958
38,2,13,27.0,1,14.153846153846153
38,2,12,18.681541692269406,1,13.113590282044902
38,2,14,26.0,7,4.714285714285714
38,2,14,5.0990195135927845,5,2.7284313590846834
38,2,13,18.027756377319946,1,12.773500981126146
38,2,13,32.01562118716424,3,7.925480182640653
38,2,12,27.294688127912362,4,6.549114687985393
38,2,11,15.620499351813308,1,12.840090791238783
38,2,13,32.802438933713454,4,7.046529066725147
38,2,12,21.213203435596427,6,4.535533905932738
38,2,10,27.784887978899608,8,6.556977595779921
38,2,13,30.528675044947494,4,6.6967192376842295
38,2,11,27.85677655436824,9,6.064868464430589
38,2,10,35.0,10,8.0
38,2,14,8.54400374531753,8,2.22057196361679
38,2,12,30.01666203960727,1,15.00277700660121
38,2,10,31.76476034853718,9,7.352952069707436
38,2,10,21.095023109728988,7,5.219004621945798
38,2,14,35.38361202590826,10,6.054801717986895
38,2,9,17.204650534085253,3,6.823255674241167
38,2,14,33.28663395418648,5,6.75523342202664
38,2,14,31.144823004794873,10,5.449260429256411
38,2,11,10.770329614269007,3,4.958241748048911
38,2,10,23.769728648009426,2,9.753945729601885
38,2,9,32.202484376209235,8,8.156107639157607
38,2,14,26.1725046566048,2,8.738929236657828
38,2,13,29.410882339705484,9,5.524751129185459
38,2,14,18.384776310850235,4,4.626396615835748
38,2,14,12.36931687685298,6,2.7670452681218545
38,2,8,25.709920264364882,2,11.42748006609122
38,2,13,4.0,4,2.6153846153846154
38,2,14,23.08679276123039,2,8.298113251604342
38,2,8,23.345235059857504,6,6.836308764964376
38,2,14,28.178005607210743,4,6.025429372458677
38,2,14,10.816653826391969,3,4.545236260913138
38,2,13,7.280109889280518,3,4.120016906043157
38,2,13,33.60059523282288,5,7.169322343511213
38,2,13,33.28663395418648,5,7.121020608336381
38,2,13,14.7648230602334,6,3.271511240035908
38,2,14,33.015148038438355,1,14.716449719776907
38,2,14,23.345235059857504,1,13.335033579979644
38,2,14,16.15549442140351,5,4.307927774486216
38,2,13,4.123105625617661,1,10.634323942402718
38,2,13,35.35533905932738,1,15.439282932204211
38,2,13,27.16615541441225,7,5.179408525294192
38,1,13,17.804493814764857,7,3.7391528945792087
39,2,14,14.142135623730951,3,5.020305089104422
39,2,11,13.416407864998739,1,12.439346884545225
39,2,13,26.40075756488817,2,9.061655009982795
39,2,13,20.615528128088304,8,4.171619712013586
39,2,14,10.770329614269007,6,2.538618516324144
39,2,13,13.601470508735444,9,3.0925339244208376
39,2,10,19.235384061671343,8,4.847076812334269
39,2,11,11.40175425099138,3,5.073046227452978
39,2,8,10.770329614269007,2,7.692582403567252
39,2,9,14.0,1,13.11111111111111
39,2,9,26.92582403567252,8,6.983516452371671
39,2,12,27.80287754891569,5,6.633812924819281
39,2,14,9.0,8,2.2857142857142856
39,2,9,22.02271554554524,4,6.893936787898942
39,2,14,19.1049731745428,4,4.729281882077543
39,2,14,9.055385138137417,4,3.2936264483053455
39,2,12,22.80350850198276,4,5.80058475033046
39,2,12,29.154759474226502,8,5.85912657903775
39,2,12,26.68332812825267,8,5.447221354708778
39,2,12,26.92582403567252,6,5.487637339278753
39,2,14,5.385164807134504,4,2.769309258162072
39,2,12,26.0,4,6.333333333333333
39,2,11,11.180339887498949,6,3.0327890704543545
39,2,10,18.027756377319946,5,5.60555127546399
39,2,14,8.246211251235321,9,2.1780301787479033
39,2,14,34.713109915419565,5,6.959015702202795
39,2,14,33.24154027718932,1,14.748791468169903
39,2,14,20.024984394500787,10,3.8607120563572552
39,2,13,22.090722034374522,2,8.398572620673004
39,2,8,19.1049731745428,2,9.7762432936357
39,2,8,28.635642126552707,7,8.158910531638178
39,2,14,30.4138126514911,6,5.344830378784443
39,2,7,30.4138126514911,7,9.689660757568886
39,2,14,18.110770276274835,8,3.5872528966106905
39,2,8,26.68332812825267,8,7.670832032063167
39,2,13,26.076809620810597,7,5.011816864740092
39,2,13,14.866068747318506,10,3.2870874995874626
39,2,14,27.65863337187866,9,4.951233338839809
39,2,14,19.924858845171276,2,7.8464084064530395
39,2,13,24.020824298928627,8,4.695511430604404
39,2,13,26.90724809414742,6,5.1395766298688335
39,2,14,24.596747752497688,1,13.51382110749967
39,2,13,28.0178514522438,4,6.310438684960585
39,2,14,18.973665961010276,6,3.710523708715754
39,2,13,15.033296378372908,6,3.312814827441986
39,2,12,19.849433241279208,1,13.308238873546534
39,2,14,21.840329667841555,2,8.120047095405937
39,2,14,20.591260281974,10,3.9416086117105715
39,2,13,26.476404589747453,9,5.073293013807301
39,1,13,6.082762530298219,5,2.93580962004588
40,2,13,31.240998703626616,2,9.806307492865633
40,2,13,34.20526275297414,3,8.262348115842176
40,2,13,34.828149534535996,8,6.358176851467077
40,2,14,21.213203435596427,9,4.030457633656632
40,2,11,30.870698080866262,8,6.6128541965211385
40,2,13,17.72004514666935,3,5.726160791795285
40,2,11,34.20526275297414,2,11.219138682358935
40,2,12,16.76305461424021,10,3.793842435706702
40,2,11,27.202941017470888,4,6.9459892759037976
40,2,13,30.463092423455635,6,5.6866296036085595
40,2,11,28.653097563788805,3,8.209654102507056
40,2,11,12.041594578792296,1,12.189380832507691
40,2,11,32.64965543462902,10,6.936300988114367
40,2,8,38.897300677553446,7,10.724325169388361
40,2,10,19.697715603592208,7,4.939543120718442
40,2,13,18.027756377319946,1,12.773500981126146
40,2,9,32.7566787083184,4,9.279261935181866
40,2,9,23.53720459187964,5,7.230489909306587
40,2,14,11.045361017187261,5,3.577908716741037
40,2,9,22.80350850198276,8,6.067446333773947
40,2,12,8.246211251235321,9,2.3743685418725535
40,2,7,37.48332962798263,7,11.709522750852178
40,2,9,19.0,1,14.222222222222221
40,2,14,28.231188426986208,9,5.033026918140886
40,2,13,25.0,4,5.846153846153847
40,2,13,14.7648230602334,2,7.271511240035908
40,2,13,10.0,10,2.5384615384615383
40,2,13,11.40175425099138,2,6.754116038614058
40,2,13,6.082762530298219,8,1.9358096200458799
40,2,14,18.027756377319946,3,5.5753937681885635
40,2,13,14.212670403551895,1,12.186564677469523
40,2,13,18.110770276274835,5,4.786272350196128
40,2,13,26.419689627245813,3,7.064567634960894
40,2,13,18.439088914585774,5,4.836782909936273
40,2,13,31.240998703626616,9,5.806307492865633
40,2,14,26.40075756488817,10,4.771536794984025
40,2,13,28.160255680657446,8,5.332347027793453
40,2,13,29.68164415931166,9,5.5664067937402555
40,2,13,30.805843601498726,10,5.739360554076727
40,2,12,13.601470508735444,8,3.266911751455907
40,2,14,27.65863337187866,7,4.951233338839809
40,2,13,4.123105625617661,7,1.634323942402717
40,2,13,14.0,7,3.1538461538461537
40,2,13,8.246211251235321,1,11.268647884805434
40,2,8,29.410882339705484,3,10.35272058492637
40,2,13,18.439088914585774,5,4.836782909936273
40,2,14,35.608987629529715,1,15.08699823278996
40,2,13,4.0,5,2.6153846153846154
40,2,13,27.80287754891569,3,7.27736577675626
40,1,8,16.55294535724685,10,5.138236339311712
41,2,13,29.546573405388315,2,9.545626677752049
41,2,13,10.0,3,4.538461538461538
41,2,14,24.041630560342615,8,4.434518651477516
41,2,12,23.53720459187964,9,4.92286743197994
41,2,14,22.67156809750927,8,4.238795442501324
41,2,10,5.385164807134504,1,11.077032961426902
41,2,10,8.246211251235321,8,2.649242250247064
41,2,10,18.384776310850235,8,4.676955262170047
41,2,13,25.079872407968907,7,4.8584419089182935
41,2,12,28.178005607210743,9,5.696334267868457
41,2,12,24.698178070456937,6,5.1163630117428225
41,2,12,15.0,8,3.5
41,2,8,22.561028345356956,1,15.64025708633924
41,2,12,26.40075756488817,1,14.400126260814694
41,2,12,28.635642126552707,8,5.772607021092118
41,22,10,13.416407864998739,9,3.6832815729997477
41,21,10,13.416407864998739,9,7.366563145999495
41,22,6,36.87817782917155,9,13.292725943057183
41,22,6,36.87817782917155,9,26.585451886114367
41,23,11,24.73863375370596,10,5.497933409764721
41,22,11,24.73863375370596,10,10.995866819529441
41,23,11,27.294688127912362,6,16.958537388240778
41,24,7,2.23606797749979,9,1.63887656499994
41,23,7,2.23606797749979,9,3.27775312999988
41,23,11,27.586228448267445,9,22.974215287925766
41,24,11,21.02379604162864,9,27.796723659130972
41,25,11,27.294688127912362,9,5.962670568711339
41,24,12,21.400934559032695,9,4.56682242650545
41,24,12,21.400934559032695,9,9.1336448530109
41,24,11,29.698484809834994,8,12.362395079590428
41,24,10,16.64331697709324,8,4.328663395418648
41,24,9,12.806248474865697,8,3.8458329944145992
41,23,9,26.248809496813376,7,6.833068777069639
41,22,9,26.248809496813376,7,13.666137554139278
41,22,11,28.319604517012593,7,6.149019003093199
41,21,11,28.319604517012593,7,12.298038006186397
41,21,12,10.198039027185569,5,3.6996731711975945
41,20,9,21.095023109728988,6,5.687782913273108
41,19,9,21.095023109728988,6,11.375565826546216
41,19,9,32.7566787083184,6,8.279261935181866
41,18,9,21.840329667841555,5,6.853406592853679
41,17,9,8.06225774829855,5,3.7916128329552334
41,16,14,20.09975124224178,5,4.871393034605969
41,15,14,20.09975124224178,5,9.742786069211938
41,14,9,21.95449840010015,4,13.732184015098156
41,14,9,30.610455730027933,5,8.802323495561762
41,13,14,30.610455730027933,5,16.115708316358784
41,13,14,27.16615541441225,4,21.99658766127482
41,12,14,27.16615541441225,4,5.8808793449160355
41,12,14,20.0,3,11.738022202058893
41,11,14,15.264337522473747,4,15.91864184812657
41,10,14,15.264337522473747,4,20.09926149419425
41,10,9,9.055385138137417,3,5.012307808474981
41,9,9,28.653097563788805,3,9.36735501417529
41,8,14,28.653097563788805,3,7.093299651969829
41,8,14,28.653097563788805,3,14.186599303939659
41,8,14,24.596747752497688,2,22.700420411439328
41,7,13,31.906112267087632,2,9.908632656475021
41,6,13,31.906112267087632,2,9.908632656475021
41,6,13,31.906112267087632,2,19.817265312950042
41,6,13,31.906112267087632,2,29.725897969425063
41,6,13,29.154759474226502,2,9.485347611419462
41,5,13,29.154759474226502,2,18.970695222838923
41,5,9,23.769728648009426,1,24.649516935955162
41,4,9,24.351591323771842,1,40.060981674571124
41,3,9,24.351591323771842,1,55.472446413187086
41,3,11,27.16615541441225,4,6.9393009844385904
41,2,11,27.16615541441225,4,13.878601968877181
41,2,13,24.698178070456937,1,23.708352359622243
41,1,13,24.698178070456937,1,37.508072062769465
41,1,11,24.698178070456937,1,28.36917979986935
42,2,14,17.11724276862369,2,7.44532039551767
42,2,12,22.47220505424423,3,6.745367509040705
42,2,9,14.212670403551895,2,8.15837120078931
42,2,13,18.027756377319946,6,3.7735009811261455
42,2,14,34.655446902326915,6,5.950778128903845
42,2,11,28.653097563788805,10,6.209654102507056
42,2,14,14.866068747318506,5,4.123724106759786
42,2,14,24.020824298928627,7,4.431546328418375
42,2,11,26.30589287593181,7,5.782889613805784
42,2,13,22.02271554554524,5,5.388110083930037
42,2,9,26.0,6,6.777777777777778
42,2,11,25.238858928247925,5,6.588883441499623
42,2,13,8.94427190999916,6,2.376041832307563
42,22,14,18.384776310850235,10,3.626396615835748
42,23,14,6.082762530298219,10,1.8689660757568884
42,24,14,32.01562118716424,9,5.573660169594892
42,23,12,24.041630560342615,9,5.006938426723769
42,25,10,18.439088914585774,9,4.687817782917155
42,26,14,21.470910553583888,9,9.640933105821162
42,28,10,33.97057550292606,8,7.794115100585212
42,28,14,6.4031242374328485,10,1.9147320339189784
42,28,14,6.4031242374328485,10,3.829464067837957
42,28,11,11.0,8,3.0
42,28,11,11.0,8,6.0
42,28,14,18.027756377319946,8,3.575393768188564
42,27,13,15.297058540778355,8,3.3533936216582085
42,26,10,29.832867780352597,8,6.96657355607052
42,25,11,18.027756377319946,7,4.277773886785445
42,24,11,26.419689627245813,7,10.081353819011955
42,23,10,28.284271247461902,7,13.623427805562901
42,22,14,28.284271247461902,7,5.040610178208843
42,22,14,24.186773244895647,6,4.455253320699378
42,21,14,24.186773244895647,6,8.910506641398756
42,21,11,25.019992006393608,6,5.549089455707929
42,20,8,14.422205101855956,6,4.60555127546399
42,19,8,14.422205101855956,6,9.21110255092798
42,19,8,14.422205101855956,6,13.816653826391969
42,19,14,19.209372712298546,7,3.744196101756935
42,18,11,19.209372712298546,7,10.041702676125846
42,18,13,12.165525060596439,5,3.8716192400917597
42,18,14,12.165525060596439,5,3.737932151513777
42,17,8,19.849433241279208,4,6.962358310319802
42,16,10,28.071337695236398,5,7.61426753904728
42,15,14,29.698484809834994,4,6.242640687119285
42,14,11,29.698484809834994,4,7.39972451087909
42,14,14,29.698484809834994,4,12.48528137423857
42,14,13,24.351591323771842,5,5.746398665195668
42,13,13,24.351591323771842,5,11.492797330391337
42,13,13,38.897300677553446,4,7.984200104238992
42,12,14,38.897300677553446,4,7.5567572396504925
42,12,14,26.1725046566048,4,13.29568647630832
42,11,11,13.416407864998739,3,5.439346884545225
42,10,14,15.0,3,5.142857142857142
42,9,10,13.92838827718412,2,7.785677655436824
42,8,10,13.92838827718412,2,15.571355310873647
42,8,14,21.37755832643195,2,21.349623380084314
42,7,14,5.0,1,10.714285714285714
42,6,14,24.020824298928627,2,19.145832042704086
42,5,14,24.020824298928627,2,27.57737837112246
42,5,13,10.63014581273465,1,11.635407048113024
42,4,13,28.42534080710379,1,14.373129354939046
42,3,13,28.42534080710379,1,28.74625870987809
42,3,14,28.42534080710379,1,14.0607629724434
42,3,14,28.844410203711913,1,14.1206300291017
42,2,12,28.42534080710379,1,14.737556801183965
42,2,13,24.351591323771842,1,25.381805713308694
42,1,13,24.351591323771842,1,39.128204378504364
42,1,13,28.844410203711913,1,53.5658059483062
43,2,14,20.024984394500787,2,7.860712056357255
43,2,14,22.20360331117452,9,4.171943330167789
43,2,13,6.708203932499369,3,4.032031374230672
43,2,11,28.0,8,6.090909090909091
43,2,13,18.110770276274835,10,3.7862723501961284
43,2,13,29.966648127543394,6,5.610253558083599
43,2,13,32.202484376209235,6,5.954228365570652
43,2,14,1.4142135623730951,9,1.2020305089104422
43,2,14,3.0,5,2.4285714285714284
43,2,14,1.0,2,5.142857142857143
43,2,12,17.11724276862369,2,7.852873794770614
43,2,12,11.661903789690601,1,11.9436506316151
43,2,12,29.068883707497267,6,5.844813951249544
43,2,14,26.1725046566048,2,8.738929236657828
43,2,11,11.704699910719626,5,4.128127256494477
43,2,13,30.01666203960727,3,7.617948006093426
43,2,12,8.06225774829855,7,2.343709624716425
43,2,12,32.449961479175904,10,6.408326913195984
43,2,11,23.53720459187964,5,6.279491743978117
43,2,10,35.35533905932738,2,12.071067811865476
43,2,14,12.649110640673518,2,6.807015805810503
43,2,14,26.90724809414742,10,4.843892584878203
43,2,11,31.76476034853718,6,6.775410972461305
43,2,14,19.026297590440446,9,3.718042512920064
43,2,12,15.524174696260024,1,12.58736244937667
43,2,9,20.248456731316587,8,5.499657051403686
43,2,12,23.345235059857504,10,4.890872509976251
43,2,10,27.51363298439521,9,6.502726596879041
43,2,14,26.476404589747453,7,4.782343512821065
43,2,10,37.48332962798263,4,9.496665925596526
43,2,14,23.40939982143925,4,5.344199974491321
43,2,14,9.055385138137417,7,2.2936264483053455
43,2,9,32.802438933713454,3,10.289430874158544
43,2,8,12.806248474865697,2,8.201562118716424
43,2,12,24.020824298928627,7,5.0034707164881045
43,2,14,21.400934559032695,2,8.057276365576099
43,2,14,27.294688127912362,6,4.8992411611303375
43,2,14,24.186773244895647,10,4.455253320699378
43,2,14,26.076809620810597,8,4.7252585172586565
43,2,14,12.529964086141668,6,2.78999486944881
43,2,13,26.076809620810597,4,6.011816864740092
43,2,14,23.259406699226016,8,4.322772385603717
43,2,14,21.2602916254693,2,8.037184517924185
43,2,14,22.80350850198276,2,8.257644071711823
43,2,14,20.0,5,4.857142857142858
43,2,14,35.608987629529715,1,15.08699823278996
43,2,14,19.924858845171276,6,3.8464084064530395
43,2,13,20.615528128088304,8,4.171619712013586
43,2,8,31.38470965295043,3,10.846177413237609
43,1,14,27.202941017470888,3,6.886134431067269
44,2,13,29.0,5,6.461538461538462
44,2,10,7.810249675906654,3,4.562049935181331
44,2,13,11.045361017187261,4,3.6992863103365017
44,2,14,20.248456731316587,7,3.8926366759023696
44,2,11,9.0,8,2.6363636363636367
44,2,12,18.681541692269406,7,4.1135902820449015
44,2,12,13.0,9,3.1666666666666665
44,2,10,13.601470508735444,8,3.720294101747089
44,22,12,29.5296461204668,10,5.9216076867444665
44,22,9,28.284271247461902,10,7.285393610547089
44,22,9,28.284271247461902,10,14.570787221094179
44,23,12,31.064449134018133,9,6.177408189003022
44,24,14,27.294688127912362,9,4.8992411611303375
44,25,14,24.515301344262525,8,9.401427067453556
44,24,10,22.02271554554524,8,5.4045431091090474
44,25,13,13.341664064126334,8,3.0525637021732823
44,25,13,13.341664064126334,8,6.105127404346565
44,25,13,6.708203932499369,8,2.032031374230672
44,26,11,26.019223662515376,8,5.7307679386391595
44,26,10,16.401219466856727,7,4.280243893371345
44,26,9,21.95449840010015,8,5.878777422244478
44,26,9,21.95449840010015,8,11.757554844488956
44,26,12,11.045361017187261,7,2.8408935028645432
44,26,11,30.4138126514911,7,12.260552057092086
44,27,10,19.72308292331602,7,4.944616584663204
44,26,10,19.72308292331602,7,9.889233169326408
44,26,11,12.041594578792296,8,3.1893808325076902
44,26,9,22.20360331117452,6,5.934134069149893
44,26,9,22.20360331117452,6,11.868268138299786
44,26,12,19.1049731745428,7,4.184162195757134
44,25,13,10.816653826391969,6,2.664100588675687
44,24,11,35.38361202590826,6,7.433384004710593
44,23,9,31.304951684997057,6,7.9566559299993465
44,22,9,31.304951684997057,6,15.913311859998693
44,22,10,12.165525060596439,5,4.433105012119288
44,21,11,10.0,5,11.251565822892411
44,20,10,12.165525060596439,5,8.866210024238576
44,20,10,10.0,5,4.0
44,20,10,10.0,5,8.0
44,20,14,25.019992006393608,5,5.574284572341944
44,19,14,33.421549934136806,5,12.34879170579006
44,18,14,33.421549934136806,5,19.123298839238174
44,18,10,22.825424421026653,4,6.565084884205331
44,17,10,22.825424421026653,4,13.130169768410662
44,17,14,22.825424421026653,4,24.384073756527698
44,17,14,22.825424421026653,4,29.644848673817222
44,16,13,6.082762530298219,4,2.93580962004588
44,16,12,6.082762530298219,4,3.0137937550497034
44,16,14,24.041630560342615,4,5.434518651477516
44,15,12,6.082762530298219,4,6.027587510099407
44,15,14,13.038404810405298,4,3.8626292586293283
44,14,14,34.058772731852805,4,10.728168220322587
44,13,10,17.804493814764857,4,5.560898762952972
44,12,10,17.804493814764857,4,5.560898762952972
44,12,10,17.804493814764857,4,11.121797525905944
44,12,14,23.259406699226016,4,16.050940605926304
44,11,10,17.804493814764857,4,16.682696288858914
44,11,10,26.0,3,8.2
44,10,12,13.45362404707371,3,5.242270674512286
44,9,14,8.0,3,4.142857142857142
44,8,10,8.0,3,4.6
44,8,12,8.0,3,4.333333333333333
44,8,12,8.0,3,8.666666666666666
44,8,9,24.020824298928627,3,8.337960955317474
44,7,11,24.020824298928627,3,7.367422599805205
44,7,7,7.0710678118654755,2,7.020305089104422
44,6,7,7.0710678118654755,2,14.040610178208844
44,6,12,24.020824298928627,3,7.0034707164881045
44,6,12,24.020824298928627,3,14.006941432976209
44,6,9,28.442925306655784,2,11.32065006814573
44,5,10,19.1049731745428,2,8.82099463490856
44,4,9,28.442925306655784,2,22.64130013629146
44,4,14,16.76305461424021,2,7.394722087748601
44,3,13,16.76305461424021,2,7.578931479113878
44,3,11,16.76305461424021,2,8.047828111680039
44,3,11,19.1049731745428,2,8.473631486280508
44,3,13,16.76305461424021,2,15.157862958227756
44,3,12,16.76305461424021,2,21.800783868682913
44,3,11,19.1049731745428,2,16.947262972561017
44,3,11,15.652475842498529,2,7.845904698636096
44,2,14,8.602325267042627,2,13.62362569732612
44,2,12,16.76305461424021,2,7.793842435706702
44,1,12,8.602325267042627,2,6.433720877840438
44,1,14,8.602325267042627,2,19.852529306903637
44,1,12,16.76305461424021,2,15.587684871413405
44,1,14,8.602325267042627,2,6.228903609577518
45,2,14,12.165525060596439,5,3.737932151513777
45,2,11,7.211102550927978,6,2.311109554714178
45,2,11,14.212670403551895,10,3.58412189155489
45,2,13,18.110770276274835,10,3.7862723501961284
45,2,14,8.94427190999916,8,2.27775312999988
45,2,11,4.123105625617661,3,3.74965556829412
45,22,12,22.0,10,4.666666666666666
45,22,14,4.123105625617661,10,1.5890150893739516
45,22,14,4.123105625617661,10,3.1780301787479033
45,22,13,25.709920264364882,9,4.955372348363828
45,22,13,25.709920264364882,9,9.910744696727656
45,22,13,21.18962010041709,9,4.259941553910322
45,23,12,21.095023109728988,8,4.515837184954831
45,23,12,32.802438933713454,7,10.98291034057374
45,23,12,32.802438933713454,7,17.44998349619265
45,23,12,27.16615541441225,7,22.97767606526136
45,23,12,27.16615541441225,7,28.50536863433007
45,24,12,27.459060435491963,8,34.081878706912065
45,26,14,33.015148038438355,9,5.716449719776908
45,25,9,14.866068747318506,8,4.303570832737446
45,25,14,33.015148038438355,9,11.432899439553816
45,34,10,11.40175425099138,9,3.2803508501982757
45,33,10,21.587033144922902,9,5.31740662898458
45,32,14,12.206555615733702,7,2.743793659390529
45,31,14,21.93171219946131,9,4.1331017427801875
45,30,13,21.93171219946131,9,4.374109569147894
45,30,13,17.204650534085253,8,3.6468693129361927
45,29,13,17.204650534085253,8,7.293738625872385
45,29,13,13.038404810405298,7,7.380018001517939
45,28,14,13.038404810405298,7,6.995731001409515
45,27,14,13.038404810405298,7,2.8626292586293283
45,27,14,13.038404810405298,7,5.7252585172586565
45,27,14,27.459060435491963,7,4.922722919355994
45,26,14,21.0,6,8.922722919355994
45,25,14,25.079872407968907,6,4.58283891542413
45,24,14,25.079872407968907,6,9.16567783084826
45,24,14,27.018512172212592,5,5.859787453173228
45,23,14,21.18962010041709,5,10.886876038947097
45,22,10,38.18376618407357,4,9.636753236814714
45,21,14,17.029386365926403,5,4.432769480846629
45,20,14,17.029386365926403,5,8.865538961693257
45,20,14,28.0178514522438,4,6.0025502074634
45,19,14,21.2602916254693,4,11.039734725387586
45,18,14,21.2602916254693,4,16.07691924331177
45,18,11,3.0,4,2.5454545454545454
45,17,11,3.0,4,5.090909090909091
45,17,11,3.0,4,7.636363636363637
45,17,13,9.848857801796104,4,3.515208892584016
45,16,14,9.848857801796104,4,3.406979685970872
45,16,13,9.848857801796104,4,7.030417785168032
45,16,14,9.848857801796104,4,6.813959371941744
45,16,14,19.924858845171276,4,4.8464084064530395
45,15,13,3.1622776601683795,4,2.48650425541052
45,14,13,25.179356624028344,3,6.8737471729274375
45,13,9,37.48332962798263,3,11.329628806218361
45,12,13,20.615528128088304,2,8.171619712013586
45,11,13,20.615528128088304,2,16.34323942402717
45,11,14,20.615528128088304,2,7.945075446869758
45,11,14,27.294688127912362,2,8.899241161130337
45,10,13,25.0,2,25.189393270181018
45,9,13,25.0,2,34.03554711633487
45,9,13,15.556349186104045,2,41.42883160650472
45,8,9,25.0,2,10.555555555555555
45,8,9,25.0,2,21.11111111111111
45,8,14,37.53664875824692,2,10.362378394035275
45,7,14,37.53664875824692,2,20.72475678807055
45,7,14,37.53664875824692,2,31.087135182105825
45,7,14,28.844410203711913,1,14.1206300291017
45,6,14,28.844410203711913,1,28.2412600582034
45,6,14,37.53664875824692,2,41.4495135761411
45,6,14,12.529964086141668,2,6.78999486944881
45,5,14,28.844410203711913,1,42.3618900873051
45,4,14,25.317977802344327,1,55.978744059068575
45,4,13,12.727922061357855,1,11.958141855593516
45,3,14,25.317977802344327,1,69.59559803083205
45,3,13,12.727922061357855,1,23.91628371118703
45,3,14,30.4138126514911,1,83.94042840961649
45,2,13,16.278820596099706,1,36.42071764904853
45,1,14,30.4138126514911,1,98.28525878840094
45,1,13,24.186773244895647,1,13.721042037676254
46,2,12,16.1245154965971,3,5.68741924943285
46,2,14,26.92582403567252,9,4.84654629081036
46,2,12,9.0,6,2.5
46,2,14,16.0312195418814,10,3.290174220268771
46,2,13,20.8806130178211,6,4.212402002741708
46,2,14,25.079872407968907,4,5.58283891542413
46,2,13,16.278820596099706,2,7.504433937861493
46,2,13,32.64965543462902,7,6.023023913019849
46,2,13,24.020824298928627,9,4.695511430604404
46,2,12,24.20743687382041,8,5.034572812303401
46,2,13,24.041630560342615,2,8.698712393898864
46,2,11,34.713109915419565,5,8.311474530076286
46,2,9,25.0,6,6.555555555555555
46,2,13,28.160255680657446,10,5.332347027793453
46,2,12,30.528675044947494,4,7.088112507491249
46,2,13,13.038404810405298,7,3.005908432370046
46,2,11,30.083217912982647,2,10.469675984178664
46,2,14,7.280109889280518,3,4.040015698468645
46,2,10,36.069377593742864,4,9.213875518748573
46,2,14,10.04987562112089,9,2.4356965173029845
46,2,12,22.135943621178654,10,4.68932393686311
46,2,12,16.0,10,3.6666666666666665
46,2,11,18.601075237738275,2,8.382013679588777
46,2,14,14.035668847618199,2,7.0050955496597425
46,2,12,20.8806130178211,3,6.480102169636851
46,2,9,13.0,5,4.888888888888889
46,2,14,24.515301344262525,2,8.502185906323218
46,2,14,26.248809496813376,6,4.749829928116196
46,2,9,29.0,9,7.444444444444445
46,2,13,18.110770276274835,4,4.786272350196128
46,2,11,25.80697580112788,9,5.692177418386887
46,2,14,26.30589287593181,8,4.757984696561687
46,2,14,25.019992006393608,3,6.574284572341944
46,2,8,32.526911934581186,9,9.131727983645296
46,2,13,14.142135623730951,3,5.175713172881685
46,2,14,21.095023109728988,5,5.0135747299612845
46,2,9,12.041594578792296,8,3.675909906398288
46,2,14,7.280109889280518,2,6.040015698468645
46,2,8,29.154759474226502,7,8.288689868556625
46,2,9,28.0178514522438,5,8.226189211609732
46,2,14,34.713109915419565,1,14.959015702202795
46,2,8,19.235384061671343,10,5.808846015417836
46,2,14,22.0,2,8.142857142857142
46,2,9,32.55764119219941,7,8.235031376044315
46,2,14,34.40930106817051,7,5.915614438310072
46,2,8,24.331050121192877,7,7.082762530298219
46,2,13,28.635642126552707,8,5.4054834040850315
46,2,7,34.655446902326915,6,10.90155625780769
46,2,13,9.848857801796104,3,4.515208892584016
46,1,13,33.015148038438355,1,15.079253544375131
47,2,13,25.079872407968907,7,4.8584419089182935
47,2,14,15.0,2,7.142857142857142
47,2,14,19.313207915827967,10,3.759029702261138
47,2,13,24.596747752497688,4,5.784115038845798
47,2,14,29.5296461204668,1,14.2185208743524
47,2,14,9.219544457292887,4,3.3170777796132693
47,2,13,28.0,10,5.3076923076923075
47,2,14,10.770329614269007,4,3.538618516324144
47,2,14,33.301651610693426,7,5.757378801527632
47,2,14,28.635642126552707,9,5.0908060180789585
47,2,14,7.211102550927978,4,3.030157507275425
47,22,13,29.154759474226502,10,5.485347611419462
47,22,13,12.165525060596439,10,8.35696685151122
47,23,13,12.041594578792296,10,11.209519863633112
47,22,10,25.0,10,6.0
47,22,13,12.806248474865697,10,14.179711936689372
47,22,10,25.632011235952593,4,7.126402247190518
47,22,10,23.0,9,11.6
47,22,10,38.897300677553446,9,15.905862382701208
47,22,10,21.540659228538015,9,21.21399422840881
47,21,10,33.83784863137726,9,19.367569726275452
47,23,14,15.297058540778355,9,3.1852940772540506
47,22,14,15.297058540778355,9,6.370588154508101
47,22,13,15.297058540778355,9,3.3533936216582085
47,24,10,16.278820596099706,10,4.255764119219942
47,24,10,10.04987562112089,8,7.26573924344412
47,24,14,10.816653826391969,9,2.5452362609131383
47,23,14,10.816653826391969,9,5.0904725218262765
47,24,14,8.602325267042627,8,2.228903609577518
47,24,10,16.1245154965971,8,4.22490309931942
47,24,14,8.602325267042627,8,4.457807219155036
47,23,10,28.178005607210743,10,13.901340364886268
47,22,14,2.23606797749979,8,1.31943828249997
